Strike Prices,Call Prices,Put Prices
54.848960876464844,49.30244658767451,160.98662098092004
54.948960876464845,49.39681649965,160.98099089289553
55.04896087646485,49.49119188959886,160.97536628284442
55.14896087646485,49.58557274337842,160.96974713662397
55.24896087646485,49.67995904690682,160.96413344015235
55.34896087646485,49.774350786162636,160.95852517940818
55.44896087646485,49.868747947184545,160.95292234043006
55.548960876464854,49.96315051607092,160.94732490931645
55.648960876464855,50.0575584789795,160.941732872225
55.74896087646486,50.15197182212703,160.93614621537256
55.84896087646486,50.246390531788904,160.93056492503445
55.94896087646486,50.34081459429881,160.92498898754434
56.04896087646486,50.43524399604839,160.91941838929392
56.14896087646486,50.529678723486875,160.9138531167324
56.248960876464864,50.62411876312078,160.9082931563663
56.348960876464865,50.71856410151353,160.90273849475903
56.44896087646487,50.81301472528513,160.89718911853063
56.54896087646487,50.90747062111185,160.89164501435735
56.64896087646487,51.001931775725836,160.88610616897134
56.74896087646487,51.09639817591489,160.8805725691604
56.84896087646487,51.190869808521995,160.8750442017675
56.948960876464874,51.28534666044513,160.86952105369065
57.048960876464875,51.37982871863685,160.86400311188237
57.148960876464876,51.47431597010401,160.85849036334952
57.24896087646488,51.56880840190744,160.85298279515294
57.34896087646488,51.66330600116164,160.84748039440714
57.44896087646488,51.75780875503443,160.84198314827992
57.54896087646488,51.85231665074669,160.83649104399217
57.64896087646488,51.94682967557201,160.83100406881752
57.748960876464885,52.041347816836435,160.8255222100819
57.848960876464886,52.13587106191808,160.82004545516355
57.94896087646489,52.2303993982469,160.8145737914924
58.04896087646489,52.32493281330439,160.80910720654987
58.14896087646489,52.41947129462322,160.80364568786874
58.24896087646489,52.51401482978702,160.79818922303252
58.34896087646489,52.608563406430044,160.79273779967556
58.448960876464895,52.703117012236895,160.7872914054824
58.548960876464896,52.79767563494222,160.78185002818773
58.6489608764649,52.89223926233045,160.77641365557594
58.7489608764649,52.986807882235496,160.77098227548097
58.8489608764649,53.08138148254045,160.76555587578594
58.9489608764649,53.175960051177384,160.76013444442285
59.0489608764649,53.27054357612697,160.75471796937245
59.148960876464905,53.36513204541826,160.74930643866372
59.248960876464906,53.459725447128406,160.7438998403739
59.34896087646491,53.55432376938239,160.73849816262788
59.44896087646491,53.64892700035276,160.73310139359825
59.54896087646491,53.743535128259325,160.7277095215048
59.64896087646491,53.83814814136896,160.72232253461445
59.74896087646491,53.93276602799526,160.71694042124074
59.848960876464915,54.027388776498306,160.71156316974378
59.948960876464916,54.12201637528448,160.70619076852998
60.04896087646492,54.216648812806085,160.70082320605155
60.14896087646492,54.31128607756117,160.69546047080664
60.24896087646492,54.40592815809326,160.69010255133873
60.34896087646492,54.50057504299105,160.6847494362365
60.44896087646492,54.59522672088827,160.67940111413373
60.548960876464925,54.68988318046333,160.67405757370878
60.648960876464926,54.784544410439096,160.66871880368456
60.74896087646493,54.87921039958269,160.66338479282814
60.84896087646493,54.97388113670518,160.65805552995062
60.94896087646493,55.06855661066139,160.65273100390687
61.04896087646493,55.163236810349645,160.6474112035951
61.14896087646493,55.25792172471154,160.64209611795698
61.248960876464935,55.352611342731656,160.63678573597713
61.348960876464936,55.44730565343739,160.63148004668287
61.44896087646494,55.5420046458987,160.62617903914412
61.54896087646494,55.63670830922783,160.62088270247327
61.64896087646494,55.731416632579126,160.61559102582459
61.74896087646494,55.82612960514885,160.6103039983943
61.84896087646494,55.92084721617483,160.60502160942028
61.948960876464945,56.015569454936326,160.59974384818176
62.048960876464946,56.11029631075381,160.59447070399926
62.14896087646495,56.205027772988686,160.58920216623412
62.24896087646495,56.29976383104312,160.58393822428857
62.34896087646495,56.394504474359806,160.57867886760525
62.44896087646495,56.489249692421716,160.57342408566714
62.54896087646495,56.583999474751955,160.5681738679974
62.648960876464955,56.67875381091346,160.5629282041589
62.748960876464956,56.77351269050885,160.55768708375427
62.84896087646496,56.86827610318022,160.55245049642565
62.94896087646496,56.96304403860887,160.5472184318543
63.04896087646496,57.05781648651514,160.5419908797606
63.14896087646496,57.1525934366582,160.5367678299036
63.24896087646496,57.247374878835835,160.53154927208126
63.348960876464965,57.34216080288424,160.52633519612965
63.448960876464966,57.43695119867784,160.52112559192324
63.54896087646497,57.53174605612904,160.51592044937445
63.64896087646497,57.62654536518807,160.5107197584335
63.74896087646497,57.72134911584277,160.5055235090882
63.84896087646497,57.81615729811839,160.5003316913638
63.94896087646497,57.91096990207739,160.4951442953228
64.04896087646497,58.00578691781926,160.48996131106466
64.14896087646497,58.10060833548029,160.4847827287257
64.24896087646498,58.19543414523345,160.47960853847886
64.34896087646499,58.29026433728812,160.47443873053354
64.44896087646498,58.385098901889926,160.46927329513534
64.54896087646497,58.479937829320576,160.46411222256597
64.64896087646498,58.57478110989767,160.45895550314307
64.74896087646499,58.66962873397448,160.45380312721986
64.84896087646499,58.764480691939745,160.44865508518515
64.94896087646498,58.859336974217605,160.443511367463
65.04896087646499,58.954197571267315,160.4383719645127
65.148960876465,59.04906247358304,160.43323686682842
65.24896087646499,59.143931671693785,160.42810606493916
65.34896087646499,59.23880515616312,160.42297954940852
65.448960876465,59.33368291758907,160.41785731083448
65.548960876465,59.42856494660388,160.41273933984925
65.648960876465,59.52345123387386,160.40762562711924
65.74896087646499,59.61834177009924,160.40251616334464
65.848960876465,59.71323654601398,160.39741093925937
65.94896087646501,59.80813555238558,160.39230994563096
66.048960876465,59.9030387800149,160.38721317326028
66.148960876465,59.99794621973606,160.38212061298142
66.248960876465,60.092857862416196,160.3770322556616
66.34896087646501,60.187773698955326,160.37194809220068
